,Currency_x,time_period_end,price_open_x,price_high_x,price_low_x,price_close_x,volume_traded_x,trades_count_x,Currency_y,price_open_y,price_high_y,price_low_y,price_close_y,volume_traded_y,trades_count_y,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Currency_x,price_open_x,price_high_x,price_low_x,price_close_x,volume_traded_x,trades_count_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y,Currency_y,price_open_y,price_high_y,price_low_y,price_close_y,volume_traded_y,trades_count_y,Open_x,High_x,Low_x,Close_x,Adj Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close_y,Volume_y,Open,High,Low,Close,Adj Close,Volume
19,BTC,2014-05-19,432.56800000000004,490.0,428.0,440.649,78420.94502659,108707.0,,,,,,,,,,,,,,LTC,10.3,10.700999999999999,10.1277,10.338,341777.326204,29584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BTC,2014-05-26,440.599,598.66,423.75,572.6,284747.08763345,293310.0,,,,,,,,,,,,,,LTC,10.338,12.0,10.1712,11.604000000000001,1408004.71742271,107161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BTC,2014-06-02,573.5,687.35,446.0,628.53,319241.76906881,343691.0,,,,,,,,,,,,,,LTC,11.5,11.9,10.55,11.109000000000002,283350.55045755,20792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BTC,2014-06-09,627.436,694.84,525.0,644.5409999999999,253093.54490335,278632.0,,,,,,,,,,,,,,LTC,11.1,11.809000000000001,10.62575,11.132,249220.16546813,17025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BTC,2014-06-16,644.54,672.0,522.15,588.55,285590.37316494,270685.0,,,,,,,,,,,,,,LTC,11.132,11.389000000000001,9.0,9.88,868935.16367839,75298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BTC,2014-06-23,592.0,627.05395,560.0,603.4,151275.06724929,187609.0,,,,,,,,,,,,,,LTC,9.98,10.3,9.261000000000001,9.6379,498439.55006738,41946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BTC,2014-06-30,600.34,610.47,554.45,601.5,137152.05880486,168799.0,,,,,,,,,,,,,,LTC,9.63842,9.99695,8.71235,8.87854,420610.5884473,37372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BTC,2014-07-07,601.95,699.99,587.724,630.311,183447.61952592,228501.0,,,,,,,,,,,,,,LTC,8.88509,9.1759,2.8,7.098,1041374.2889999001,73620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BTC,2014-07-14,626.76,653.49,603.7,630.88,102366.79179797,139780.0,,,,,,,,,,,,,,LTC,7.098,9.6,6.9,8.893360000000001,1282373.5095024891,74994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BTC,2014-07-21,621.6669999999999,634.18,605.0,624.0,92686.99362363,112024.0,,,,,,,,,,,,,,LTC,8.953,10.0,8.2,8.57,668687.8573520001,41848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,BTC,2014-07-28,624.0,629.76875,575.0,594.75,111034.34644819998,129537.0,,,,,,,,,,,,,,LTC,8.57,8.6796,7.031000000000001,7.805,753180.272274989,46466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BTC,2014-08-04,591.5,607.2,100.0,588.91,159563.678671689,177712.0,,,,,,,,,,,,,,LTC,7.79,8.8,6.97,7.45643,595817.89204713,44208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BTC,2014-08-11,588.96,608.96,572.186,593.76,93994.87814492,123521.0,,,,,,,,,,,,,,LTC,7.568,7.568,6.1,6.919910000000001,628298.51593178,38478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BTC,2014-08-18,586.1,596.68,451.0,496.86,309275.96863977,355143.0,,,,,,,,,,,,,,LTC,6.909,6.957000000000001,4.16,4.364,2474440.87994957,135440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,BTC,2014-08-25,498.0,538.42,320.0,511.73,331325.8783708,418979.0,,,,,,,,,,,,,,LTC,4.29488,6.19,3.333,5.3907300000000005,4985198.30548477,217405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BTC,2014-09-01,511.84,529.51,471.65,480.55,154096.25052487,284544.0,,,,,,,,,,,,,,LTC,5.3907300000000005,5.89732,4.75,4.846,2179828.63310166,150192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BTC,2014-09-08,480.54,527.0,461.13599999999997,484.29,132700.62687849,210004.0,,,,,,,,,,,,,,LTC,4.846,5.364,4.58586,5.136,1215211.25551416,57765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BTC,2014-09-15,484.3,524.77,456.3,475.49,166309.54854807,232522.0,,,,,,,,,,,,,,LTC,5.136,5.555,4.6,5.46,781866.85002642,37369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BTC,2014-09-22,478.46,527.99987,370.0,402.54,576581.34206222,509464.0,,,,,,,,,,,,,,LTC,5.30051,5.4499,3.91,4.08636,2362993.258829139,116526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,BTC,2014-09-29,384.1,452.99999,295.0,383.87,310482.40696605,352687.0,,,,,,,,,,,,,,LTC,4.2933,4.9999,4.07005,4.2183,901491.87969984,166300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BTC,2014-10-06,369.25,398.7,273.32563999999996,315.888,502193.8871647,447543.0,,,,,,,,,,,,,,LTC,4.2183,4.5764,3.25,3.72,1153914.14929059,99314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BTC,2014-10-13,319.9,399.996,260.53,378.05,604129.75478568,498592.0,,,,,,,,,,,,,,LTC,3.6841199999999996,4.52077,3.3227300000000004,3.9066,912501.57987745,73263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BTC,2014-10-20,371.4,449.53,339.14,385.75,413852.92081717,379369.0,,,,,,,,,,,,,,LTC,3.9067,4.38,3.72795,3.947,747458.79014136,53861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,BTC,2014-10-27,385.63,398.98,337.51,353.01,311511.70955634,284754.0,,,,,,,,,,,,,,LTC,3.947,4.48491,3.34286,3.72,325250.75663068,31797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BTC,2014-11-03,350.24,381.37,315.54,323.774,300746.50799252,253002.0,,,,,,,,,,,,,,LTC,3.71875,4.24803,3.1562900000000003,3.57,329924.01565687,28172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,BTC,2014-11-10,323.19,1000.0,318.0,361.26,300120.78944079997,249615.0,,,,,,,,,,,,,,LTC,3.57,3.96211,3.4888800000000004,3.536,218817.61742342,21109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BTC,2014-11-17,362.1,489.5,350.04915,385.26,737941.666994,546272.0,,,,,,,,,,,,,,LTC,4.09,4.3778,3.75,3.8925,316762.63760562,33895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BTC,2014-11-24,385.27,450.0,339.61800000000005,369.3,387433.89797722,367413.0,,,,,,,,,,,,,,LTC,3.9208,4.0399,3.3301,3.6,430889.50005137,37852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BTC,2014-12-01,369.21,397.16,327.79,375.3,322315.85190534,326214.0,,,,,,,,,,,,,,LTC,3.6,3.9371199999999997,3.3544300000000002,3.5239999999999996,258877.08236105,25954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BTC,2014-12-08,375.39,394.59,360.0,376.67,193432.58772465,255160.0,,,,,,,,,,,,,,LTC,3.5239999999999996,3.8223,3.42296,3.6448,257114.02106733,24240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BTC,2014-12-15,376.67,378.34,332.51,356.52,283572.36927847,296382.0,,,,,,,,,,,,,,LTC,3.7127,3.81446,3.0693200000000003,3.4062699999999997,322516.18095747,26657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BTC,2014-12-22,354.51,377.53,302.32,325.54,397233.15915193,361858.0,,,,,,,,,,,,,,LTC,3.412,3.525,2.59,2.8169999999999997,617621.1709382,49328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BTC,2014-12-29,325.54,377.91,307.0,319.21,206298.09831798,241588.0,,,,,,,,,,,,,,LTC,2.819,3.0545,2.63778,2.7,281161.57013457,25057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BTC,2015-01-05,319.21,338.95292,255.0,267.98,350323.92166597,284605.0,,,,,,,,,,,,,,LTC,2.702,2.78,1.9,1.96343,1186908.30176656,49030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BTC,2015-01-12,267.88,305.09,252.31554,263.849,393402.32871493,332810.0,,,,,,,,,,,,,,LTC,1.962,2.37299,1.635,1.73,916143.08861726,35704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,BTC,2015-01-19,262.954,318.99,110.2,211.03,1440520.13082735,956247.0,,,,,,,,0.017480000000000002,0.0175,0.015,0.017,0.017,0.0,LTC,1.74,2.3,1.0557,1.315,3417719.44757456,162713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,BTC,2015-01-26,210.98,265.0,201.98,254.73,620818.54821399,481271.0,,,,,,,,0.017,0.0175,0.0131,0.013519999999999999,0.013519999999999999,34.0,LTC,1.3519999999999999,2.867,1.2752,2.23,3115408.29002798,96327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,BTC,2015-02-02,253.29,387.7,205.00002,230.13,1016458.92529649,690354.0,,,,,,,,0.015,0.01695,0.013,0.014280000000000001,0.014280000000000001,8.0,LTC,2.2641,2.53963,1.651,1.8092,3033827.60440471,110407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,BTC,2015-02-09,230.16,261.25,210.12,224.98,584524.77896985,504566.0,,,,,,,,0.014280000000000001,0.015080000000000001,0.011,0.012,0.012,0.0,LTC,1.8237,2.0293,1.6914,1.766,1114650.85570205,53557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,BTC,2015-02-16,223.92,271.46,205.0,235.54,789717.02776906,546479.0,,,,,,,,0.015090000000000001,0.015090000000000001,0.012,0.013069999999999998,0.013069999999999998,0.0,LTC,1.7690000000000001,2.045,1.66,1.854,3076267.886559569,59521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,BTC,2015-02-23,232.0,265.63,224.266,236.5,636144.9527671,480122.0,,,,,,,,0.013069999999999998,0.01403,0.011,0.011009999999999999,0.011009999999999999,0.0,LTC,1.839,1.89,1.5,1.8090000000000002,4880918.9439258,62160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,BTC,2015-03-02,236.83,266.91,225.0,253.389,526094.49848219,489781.0,,,,,,,,0.011009999999999999,0.01208,0.006611,0.009777,0.009777,557.0,LTC,1.8,1.9327900000000002,1.72,1.893,3639844.9653988,55686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,BTC,2015-03-09,252.68200000000002,303.01,247.0,275.02,811208.23833034,590732.0,,,,,,,,0.009819,0.01197,0.0077,0.0106,0.0106,124.0,LTC,1.895,2.0255900000000002,1.7713700000000001,1.886,6155791.4114253875,79254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,BTC,2015-03-16,275.47,324.41,267.69,285.19,653244.10564482,510441.0,,,,,,,,0.0106,0.01496,0.0075,0.01004,0.01004,0.0,LTC,1.88136,2.1386,1.881,2.017,4205097.41256412,71041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BTC,2015-03-23,287.43,303.11,233.79,269.44,706755.3665660999,503745.0,,,,,,,,0.01004,0.0102,0.008002,0.00835,0.00835,0.0,LTC,2.0180000000000002,2.07,1.6002,1.798,5757097.91730189,87267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,BTC,2015-03-30,268.43,280.2,234.07,242.63,657491.7804130999,488219.0,,,,,,,,0.008102,0.009937999999999999,0.0075,0.008839,0.008839,0.0,LTC,1.787,2.49,1.5,1.6569999999999998,5350648.35701536,74971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,BTC,2015-04-06,242.9,268.99959,234.083,261.18,474251.10322425,366353.0,,,,,,,,0.008839,0.0098,0.007935,0.008,0.008,0.0,LTC,1.655,1.7325,1.607,1.702,4013635.45377018,70030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BTC,2015-04-13,260.75,279.7,227.055,236.17,474470.54492586,377902.0,,,,,,,,0.008,0.0084,0.008,0.008270999999999999,0.008270999999999999,0.0,LTC,1.68,1.72,0.9849181999999999,1.47,4436755.09395872,89182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BTC,2015-04-20,236.69,242.99,210.0,221.99,552646.49132155,372183.0,,,,,,,,0.0115,0.0115,0.003565,0.007781000000000001,0.007781000000000001,11.0,LTC,1.475,1.7554400000000001,0.44001,1.3869999999999998,4341431.82133864,87701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,BTC,2015-04-27,222.54,244.14,210.86,219.53,489931.93910427,392904.0,,,,,,,,0.007781000000000001,0.0085,0.007624,0.007803,0.007803,0.0,LTC,1.3822,4.1,1.253,1.317,4135473.87429406,93599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,BTC,2015-05-04,219.57,259.082,215.364,240.83,523640.26831716,460741.0,,,,,,,,0.007803,0.0085,0.006659999999999999,0.006659999999999999,0.006659999999999999,0.0,LTC,1.318,8.5,1.253,1.4280000000000002,4988069.73128548,109224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BTC,2015-05-11,239.97,250.0,226.42,239.96,547745.10277918,372018.0,,,,,,,,0.006659999999999999,0.0075,0.006481000000000001,0.006481000000000001,0.006481000000000001,10.0,LTC,1.4269999999999998,3.14,1.3589,1.4369999999999998,4814272.35488495,85721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,BTC,2015-05-18,238.09,249.99,229.71,235.98,398800.89587844,316571.0,,,,,,,,0.006481000000000001,0.007481999999999999,0.0046,0.0050030000000000005,0.0050030000000000005,0.0,LTC,1.445,1.62,1.3986,1.4511100000000001,2398065.15995331,73533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,BTC,2015-05-25,235.98,245.0,229.0,243.27,359457.06840992,348461.0,,,,,,,,0.0050030000000000005,0.014980000000000002,0.005002,0.009,0.009,75.0,LTC,1.452,1.98899,1.4348,1.821,2807914.08878973,88489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,BTC,2015-06-01,243.27,260.0,227.0,230.51,344365.49881626,467577.0,,,,,,,,0.009,0.009,0.0056,0.008919,0.008919,168.0,LTC,1.8489,1.9159,1.61,1.636,2937544.09866088,84064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BTC,2015-06-08,231.199,235.0,219.03,222.41,442971.60477865,435427.0,,,,,,,,0.008919,0.008919,0.0055520000000000005,0.008,0.008,11.0,LTC,1.6319,1.79335,1.5619999999999998,1.725,3470347.53046931,78286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BTC,2015-06-15,223.6,239.0,219.5,235.59,421332.27600147,670584.0,,,,,,,,0.008,0.014969999999999999,0.008,0.01,0.01,73.0,LTC,1.73,2.42,1.71,2.0,3311182.70773978,79043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BTC,2015-06-22,235.59,261.55,215.56,244.12,584123.45236842,892344.0,,,,,,,,0.01,0.014969999999999999,0.01,0.0118,0.0118,110.0,LTC,2.00481,1000.0,1.9601,2.9960000000000004,8277540.965609878,182644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BTC,2015-06-29,244.12,260.0,233.01,248.37,351281.85205359996,702616.0,,,,,,,,0.0118,0.014969999999999999,0.0084,0.00885,0.00885,1.0,LTC,2.998,3.1899,2.6189999999999998,3.1194,4026979.72250911,106583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BTC,2015-07-06,246.764,277.32,239.1,268.284,559901.053038,728742.0,,,,,,,,0.00885,0.01025,0.005561,0.008251,0.008251,80.0,LTC,3.091,5.031000000000001,3.0069999999999997,4.938,5995967.97376556,179173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BTC,2015-07-13,271.39,318.23,244.84,311.14,804619.6997905,865636.0,,,,,,,,0.008251,0.0088,0.0079,0.0079,0.0079,0.0,LTC,4.936,8.9666,2.908,5.23727,16039875.08342532,501279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BTC,2015-07-20,311.14,312.91,207.028,275.04,585390.94912296,602363.0,,,,,,,,0.0079,0.008493,0.0071,0.0083,0.0083,0.0,LTC,5.18332,5.351,3.18,3.707,7328859.196839208,251690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BTC,2015-07-27,275.04,294.57,246.2,291.81,349579.87875895,512346.0,,,,,,,,0.0083,0.0088,0.0079,0.0085,0.0085,0.0,LTC,3.707,6.55,3.5,4.7,4337819.73412376,195515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,BTC,2015-08-03,291.51,325.0,275.0,282.62,317911.05646235,306691.0,,,,,,,,0.0085,0.0093,0.00801,0.0087,0.0087,9.0,LTC,4.56,10.0,3.742,4.187,4350808.087843609,214180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BTC,2015-08-10,278.998,290.0,251.96,263.13,354504.77616391,335476.0,,,,,,,,0.0087,0.009179999999999999,0.00801,0.008999,0.008999,1.0,LTC,4.1865,4.52,3.627,3.8989999999999996,3417705.43650301,164623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,BTC,2015-08-17,262.92,273.88,250.01,259.2,394198.93510508,433472.0,,,,,,,,0.008999,0.008999,0.007,0.007,0.007,2.0,LTC,3.8586099999999997,4.46,3.7639,3.984,2514521.46648184,140820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,BTC,2015-08-24,256.2,264.14,162.0,229.21,724526.95460152,625494.0,,,,,,,,0.007,0.009536,0.005508,0.00873,0.00873,0.0,LTC,3.9757,4.0788,3.0,3.385,3191041.0132312686,159484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BTC,2015-08-31,229.07,243.3788,192.0,228.65,801296.31660343,829058.0,,,,,,,,0.00873,0.009536,0.005508,0.00759,0.00759,1.0,LTC,3.395,3.4,2.405,2.853,6213763.99868661,248796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BTC,2015-09-07,224.862,248.48,220.74,239.32,423046.24917437,495870.0,,,,,,,,0.00759,0.0085,0.007090000000000001,0.00746,0.00746,33.0,LTC,2.8088900000000003,3.239,2.512,3.0639999999999996,2829836.43757414,131669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,BTC,2015-09-14,234.00099999999998,247.82,226.03,228.745,417230.31878613,384906.0,,,,,,,,0.008,0.008,0.0072,0.0072,0.0072,9.0,LTC,2.987,3.17,2.7319999999999998,2.819,2107976.80496523,108405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,BTC,2015-09-21,228.745,236.26,223.0,230.64,369868.99540279,345573.0,,,,,,,,0.0075,0.0077,0.005566,0.005566,0.005566,12.0,LTC,2.79485,3.04,2.5601,2.8310000000000004,1120519.54333246,86014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,BTC,2015-09-28,230.68,238.0,223.1,233.37,402123.20043177,332837.0,,,,,,,,0.00725,0.00725,0.005005,0.005005,0.005005,5.0,LTC,2.82163,2.98,2.748,2.875,827413.837511759,64792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,BTC,2015-10-05,233.37,242.0,230.988,236.40599999999998,377171.68411219,319698.0,,,,,,,,0.005005,0.00825,0.0044399999999999995,0.005251,0.005251,24.0,LTC,2.878,3.2710000000000004,2.76757,2.995,1327694.26534116,89954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,BTC,2015-10-12,238.6,250.0,233.0,247.99,385026.555478897,337284.0,,,,,,,,0.005251,0.0065,0.005006,0.005027,0.005027,22.0,LTC,2.991,3.2,2.93155,3.15,1060213.71690295,77646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,BTC,2015-10-19,247.92,278.79,240.0,264.56,531588.51320574,499150.0,,,,,,,,0.005027,0.005527000000000001,0.004492,0.004492,0.004492,8.0,LTC,3.155,3.239,2.945,3.0239999999999996,1413998.45193254,140834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,BTC,2015-10-26,265.0,298.0,256.9,283.71,545188.22571428,550106.0,,,,,,,,0.004492,0.0055,0.0040030000000000005,0.005033,0.005033,331.0,LTC,2.9687799999999998,3.241,2.9,3.0810000000000004,1014481.90942124,133952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,BTC,2015-11-02,276.3,344.95,273.938,306.241,825137.87578641,879777.0,,,,,,,,0.00475,0.005527000000000001,0.004,0.004,0.004,375.0,LTC,3.0980000000000003,4.4,2.8,3.5803,3546968.52595483,277030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,BTC,2015-11-09,305.745,504.0,302.29900000000004,374.1,2073607.29876328,1461803.0,,,,,,,,0.0047,0.005,0.004,0.0041719999999999995,0.0041719999999999995,195.0,LTC,3.58077,5.4,3.0,3.39,8121933.867498248,521497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BTC,2015-11-16,374.6,388.99,291.69,319.28,1075577.9124204,746373.0,,,,,,,,0.0041719999999999995,0.0044,0.004,0.004327,0.004327,65.0,LTC,3.38,3.5046,2.8110000000000004,3.077,2869214.69467183,143777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
