,Currency_x,time_period_end,price_open_x,price_high_x,price_low_x,BTC_close,volume_traded_x,trades_count_x,Currency_y,price_open_y,price_high_y,price_low_y,ETH_close,volume_traded_y,trades_count_y,Open_x,High_x,Low_x,XLM_close,Adj Close_x,Volume_x,Currency,price_open,price_high,price_low,LTC_close,volume_traded,trades_count,Open_y,High_y,Low_y,TRX_close,Adj Close_y,Volume_y,Open_x,High_x,Low_x,XLM_close,Adj Close_x,Volume_x,Open_y,High_y,Low_y,TRX_close,Adj Close_y,Volume_y,Open_x,High_x,Low_x,XLM_close,Adj Close_x,Volume_x,Open_y,High_y,Low_y,TRX_close,Adj Close_y,Volume_y
10,BTC,2017-11-13,7373.3,8121.9,5400.2,5886.35,1126347.24265602,2386618.0,ETH,295.38,340.0,284.01,307.1,4002251.574538018,1597288.0,0.1915,0.2809,0.1906,0.2321,0.2321,201866436,LTC,54.67,83.0,53.06,58.81,9102934.905252418,1271075.0,1369.5,1515.469971,856.9500119999999,1176.660034,1176.660034,1463062108,1.685,1.846,1.455,1.6,1.6,27897143,1.09,2.06,1.08,1.88,1.88,157135105,0.028239999999999998,0.04,0.027889999999999998,0.0365,0.0365,9736348,0.00185,0.00263,0.00175,0.00196,0.00196,31422
11,BTC,2017-11-20,5870.03,8900.0,5721.0,8052.7,906310.8240226121,2171551.0,ETH,303.42,377.0,302.27,354.59,4233538.685731933,1739968.0,0.2322,0.2531,0.2292,0.245,0.245,159052313,LTC,58.82,78.0,57.395,71.7,7557416.905014328,1144601.0,1177.069946,1765.7600100000002,1146.25,1719.359985,1719.359985,1108048504,1.651,2.058,1.518,1.878,1.878,33628072,1.88,2.71,1.71,2.46,2.46,107801021,0.03671,0.0486,0.036,0.0486,0.0486,11169354,0.00196,0.003,0.00183,0.0020800000000000003,0.0020800000000000003,41250
12,BTC,2017-11-27,8016.58,9975.0,7586.0,9306.21,615291.5110906679,1740298.0,ETH,351.39,495.0,311.0,469.6,4848840.408522187,2025434.0,0.2445,0.2806,0.2128,0.2449,0.2449,276267746,LTC,71.7,94.0,67.0,86.62,8376073.904822385,1378352.0,1718.72998,1720.27002,1174.839966,1511.459961,1511.459961,1089229811,1.983,2.632,1.709,2.305,2.305,40727265,2.46,4.12,2.35,3.58,3.58,246212205,0.04863,0.09819,0.0475,0.08946,0.08946,70810297,0.0020800000000000003,0.00294,0.00186,0.002,0.002,49435
13,BTC,2017-12-04,9401.11,16000.0,8595.55,11290.0,1206519.463638336,3097136.0,ETH,469.8,547.999,380.0,465.0,5317139.647356002,2163523.0,0.2449,0.253,0.2005,0.2271,0.2271,298410805,LTC,86.61,131.0,70.02,99.865,12789315.896088924,1744255.0,1511.369995,1581.800049,1137.420044,1289.780029,1289.780029,993533431,2.383,3.522,2.327,2.515,2.515,59061169,3.58,5.12,3.28,3.67,3.67,343140477,0.08921,0.1587,0.087,0.114,0.114,84718112,0.002,0.00591,0.0019,0.00414,0.00414,331458
14,BTC,2017-12-11,11290.0,20403.14573,10718.0,14850.3,1354280.754110739,4604438.0,ETH,465.0,535.1,390.0,447.51,5237929.85655876,2431180.0,0.2271,0.8809,0.227,0.7114,0.7114,2145603948,LTC,100.43,199.0,84.4,150.99,17206954.40771043,2532941.0,1289.420044,2053.26001,1288.390015,1827.410034,1827.410034,1276221950,2.793,6.482,2.474,6.032,6.032,136458876,3.67,9.29,3.65,7.97,7.97,781538741,0.114,0.299,0.114,0.263,0.263,107131432,0.00414,0.04093,0.00409,0.03417,0.03417,2340780
15,BTC,2017-12-18,14943.0,20542.08,14000.61,18961.0,1529050.130636991,3906443.0,ETH,447.51,904.8522,421.17,708.78,7396612.673743695,3103470.0,0.7118,1.24,0.6203,0.9782,0.9782,2767193543,LTC,150.63,420.0,133.0,313.5,23924654.095772713,4072824.0,1827.410034,4112.390136999999,1716.839966,2797.919922,2797.919922,5734290526,6.033,6.309,4.125,5.287,5.287,173308443,7.97,12.49,3.14,7.99,7.99,957467412,0.2635,0.305,0.143,0.2116,0.2116,103137581,0.034,0.06969,0.02072,0.03812,0.03812,7930571
16,BTC,2017-12-25,18956.0,20633.88,7100.0,14221.94,1891707.144917077,5066336.0,ETH,732.17,944.0,361.90886,659.89,7286390.33169546,2813730.0,0.9782,2.44,0.9236,1.98,1.98,4178291965,LTC,324.75,396.0,144.0,261.99,15468278.534326838,2807628.0,2797.919922,2929.030029,2103.909912,2371.830078,2371.830078,1357852361,5.304,10.87,5.277,8.629,8.629,366549700,7.99,9.41,6.52,7.69,7.69,244035831,0.2118,0.37,0.1922,0.354,0.354,84293403,0.03615,0.05088,0.0288,0.04862,0.04862,5190945
17,BTC,2018-01-01,14107.87,400000.0,11651.0,13990.0,1131120.271484279,3769932.0,ETH,690.65,820.73483912,640.43,736.77,3175547.486742353,1513606.0,1.98,3.29,1.81,2.78,2.78,4609858006,LTC,261.38,328.48,195.0,227.17,5968626.153930681,1294627.0,2371.830078,2776.560059,2258.290039,2530.439941,2530.439941,1214324812,8.376,24.379998999999998,7.805,18.57,18.57,729338643,7.69,10.89,7.2,10.16,10.16,267160967,0.354,0.9199,0.3521,0.705,0.705,247386876,0.04862,0.3876,0.04231,0.2182,0.2182,66520179
18,BTC,2018-01-08,14794.91,18500.0,12777.0,16174.22,1116937.875393426,3261248.0,ETH,743.5,1213.27,717.94,1115.8,4672782.893028614,2155012.0,2.78,2.78,1.56,1.83,1.83,3606484077,LTC,227.18,350.0,120.5,272.13,7195136.0128703965,1507543.0,2530.5,2952.679932,2207.350098,2530.209961,2530.209961,1537408626,17.24,25.440001000000002,15.22,20.790001,20.790001,865802443,10.16,18.67,8.14,13.23,13.23,838115271,0.7054,0.718,0.42,0.6196,0.6196,85651922,0.2163,0.219,0.08429,0.08614,0.08614,29320512
19,BTC,2018-01-15,16167.15,18279.05,12000.0,13626.27,1068463.48402676,3187198.0,ETH,1115.8,1650.0,950.0,1365.46,5340916.027270738,2648435.0,1.83,1.88,0.8696,1.37,1.37,3953421611,LTC,271.69,314.48,167.92,239.0,6116342.185143735,1196343.0,2530.590088,2558.330078,1342.050049,1772.369995,1772.369995,1302050008,20.780001000000002,23.52,7.903,14.13,14.13,601095704,13.23,15.75,7.5,13.47,13.47,727140630,0.6194,0.674,0.3005,0.4513,0.4513,82363339,0.08614,0.1085,0.04135,0.0719,0.0719,19664800
20,BTC,2018-01-22,13647.99,15850.0,8550.11,11501.0,1854111.9717043908,4215803.0,ETH,1349.8,1534.16000001,750.0,1101.38749,6646186.761768632,2756036.0,1.37,1.44,1.11,1.36,1.36,1715318959,LTC,237.63,278.0,135.0,191.25,8851345.796334228,1436285.0,1772.369995,1805.8499760000002,1485.560059,1742.540039,1742.540039,545562486,13.26,14.4,12.29,13.64,13.64,369058095,13.47,15.14,11.6,14.75,14.75,589561268,0.46,0.6482,0.42,0.624,0.624,70495176,0.07176,0.08292000000000001,0.06009,0.06665,0.06665,7558124
21,BTC,2018-01-29,11558.87,14659.13,9659.14,11536.0,24877649.128163833,3051508.0,ETH,1160.0,1350.5,905.0,1279.0,3599445.441817698,1804648.0,1.36,1.37,0.6586,0.8166,0.8166,1709256733,LTC,190.93,250.0,163.48,191.12,3486077.099990469,672104.0,1742.540039,1753.530029,968.679993,1158.569946,1158.569946,594725532,13.04,13.12,8.055,8.432,8.432,157959231,14.75,14.85,8.38,8.89,8.89,504230989,0.624,0.6289,0.3,0.384,0.384,61382114,0.06657,0.06861,0.03215,0.03872,0.03872,6735170
22,BTC,2018-02-05,11835.0,14717.5,0.1,8167.91,44359366.47479115,3724638.0,ETH,1245.5,1320.37,671.81,826.0,4769664.616051558,2223596.0,0.8166,1.23,0.5722,0.9607,0.9607,1986920942,LTC,201.0,375.0,100.71,147.47,7513768.00117214,1014819.0,1158.630005,1381.630005,758.429993,1210.98999,1210.98999,824885599,7.117,10.04,6.243,8.707,8.707,142151618,8.89,9.9,5.8,8.33,8.33,355412075,0.375,0.4377,0.2593,0.3623,0.3623,58015211,0.03872,0.05687999999999999,0.0252,0.04219,0.04219,20756708
23,BTC,2018-02-12,8190.78,600000.0,4150.0,8070.5,38804801.00383507,4652464.0,ETH,825.2,999.0,515.0005,810.46,7002128.426447936,2535850.0,0.9607,1.2,0.9574,1.07,1.07,1084022243,LTC,147.51,291.01,100.0,148.92,10812511.947774757,1396292.0,1211.030029,1635.599976,1200.310059,1453.369995,1453.369995,563304659,9.606,12.54,8.852,10.68,10.68,169584468,8.33,10.12,8.33,9.06,9.06,228499732,0.3608,0.4802,0.3595,0.4347,0.4347,26713078,0.04214,0.055510000000000004,0.042,0.0496,0.0496,16903324
24,BTC,2018-02-19,8070.7,748780.0,200.0,10380.04,2632649691.081845,3003353.0,ETH,810.45,1050.0,808.52,913.13,2576417.338499605,1211850.0,1.07,1.13,0.8529,0.9012,0.9012,638946843,LTC,149.26,260.0,143.05,215.915,9114033.764073368,1283613.0,1453.199951,1553.98999,1136.359985,1172.579956,1172.579956,468661690,11.48,11.63,8.69,9.392,9.392,139694039,9.06,9.8,7.47,7.69,7.69,193198918,0.4347,0.4562,0.3275,0.3491,0.3491,28360382,0.049569999999999996,0.05341,0.03862,0.04021,0.04021,10177300
25,BTC,2018-02-26,10798.99,689279.2,-205671.2,9590.04,67098258.80059094,2982149.0,ETH,913.19,1029.0,780.0,840.86,2392444.6464017667,1100939.0,0.9014,1.03,0.8754,1.0,1.0,405016537,LTC,214.31,265.999,181.3219,218.86,8454199.764180118,1196285.0,1172.579956,1303.380005,1142.920044,1285.23999,1285.23999,264264686,10.11,11.22,9.772,10.41,10.41,211478045,7.69,9.13,7.39,8.15,8.15,152349829,0.3491,0.3737,0.3111,0.3624,0.3624,20946555,0.04015,0.057,0.0386,0.04819,0.04819,15067321
26,BTC,2018-03-05,9595.99,697724.7,2536.3,11499.0,67363662.99053073,2261314.0,ETH,840.0,949.99,800.0,866.06,1309236.235053696,799998.0,1.0,1.09,0.7325,0.8173,0.8173,840092253,LTC,218.81,262.0,200.0,213.47,4489552.227455812,717174.0,1285.23999,1291.839966,926.6900019999999,1138.839966,1138.839966,346851104,10.35,10.41,7.589,8.261,8.261,141994048,8.15,8.29,5.21,6.04,6.04,251234601,0.3624,0.4026,0.2608,0.3034,0.3034,30760761,0.04819,0.04849,0.03065,0.03875,0.03875,9171065
27,BTC,2018-03-12,11500.0,100000.0,0.00015709,9535.04,42746946.234301545,3296369.0,ETH,866.06,915.0,600.0,719.79,2384373.264934644,1208039.0,0.8173,0.8282,0.5386,0.65,0.65,481909160,LTC,213.47,227.94,3.388e-05,192.00097073,5565726.911915693,855898.0,1138.839966,1150.219971,848.580017,936.2700199999999,936.2700199999999,386854084,7.913,11.08,7.837,8.963,8.963,333277445,6.04,6.18,3.89,4.62,4.62,193145765,0.3034,0.3104,0.1581,0.2191,0.2191,24812718,0.03875,0.039639999999999995,0.02349,0.02932,0.02932,6267545
28,BTC,2018-03-19,9631.0,90520.7,2548.77,8200.3,37804995.64649996,3268453.0,ETH,739.0,825.0,450.0,538.0,3970232.290184437,1338108.0,0.65,0.7249,0.6139,0.6341,0.6341,431210225,LTC,188.35,200.25,137.01,154.0,5136993.269597413,754665.0,936.2800289999999,1084.51001,912.2800289999999,975.3800050000001,975.3800050000001,279752141,9.451,14.34,8.701,12.94,12.94,415084595,4.62,7.28,4.52,6.43,6.43,497980529,0.219,0.2822,0.2101,0.239,0.239,27761756,0.02932,0.05279,0.02852,0.04534,0.04534,21547301
29,BTC,2018-03-26,8200.0,950000.0,5612.59,8453.0,31894691.56801113,2405913.0,ETH,536.59,644.97,435.0,522.55,3097011.630002925,1104875.0,0.6341,0.6377,0.4552,0.4787,0.4787,337795587,LTC,154.0,222.88,148.87,160.18,3677295.5218662415,566017.0,975.3800050000001,980.099976,627.080017,644.25,644.25,316663813,12.46,12.51,9.753,11.12,11.12,234577539,6.43,6.52,5.12,5.6,5.6,451553020,0.239,0.2453,0.1735,0.2049,0.2049,24566785,0.04531,0.05404,0.02833,0.03229,0.03229,26537682
30,BTC,2018-04-02,8453.0,85465.19,896.0,6816.6,27557187.47939504,2763740.0,ETH,522.41,725.0,328.20047,378.67,5062331.857833021,1525035.0,0.4787,0.5531,0.4592,0.4973,0.4973,230623872,LTC,160.0,222.76,108.0,114.96,5606834.537547146,740463.0,644.099976,724.900024,604.02002,657.4400019999999,657.4400019999999,174285314,11.51,14.04,11.26,12.18,12.18,240273445,5.6,6.41,5.41,5.98,5.98,208922984,0.2049,0.2373,0.188,0.2051,0.2051,24505428,0.03229,0.04612,0.029,0.0379,0.0379,19686304
31,BTC,2018-04-09,6816.7,11494.86,2936.1,7027.26,29371557.938723244,1882475.0,ETH,378.69,520.11,360.0,399.99,2790411.172446465,893959.0,0.4973,0.7077,0.4749,0.6935,0.6935,503973273,LTC,114.95,159.65,110.70728500000001,117.67,3857857.591418524,495634.0,657.4400019999999,788.450012,627.01001,782.049988,782.049988,211483527,11.72,14.25,11.58,13.08,13.08,240793217,5.98,9.57,5.75,8.53,8.53,793621997,0.2051,0.3072,0.1907,0.2954,0.2954,31664459,0.03787,0.04432,0.03406,0.04367,0.04367,16529742
32,BTC,2018-04-16,7023.9,11553243.63,5333.01,8351.575,33618189.141331725,2103626.0,ETH,399.9,554.0,386.19,533.74,4021133.8854841013,1323502.0,0.6936,0.9367,0.6349,0.862,0.862,761075657,LTC,117.67,144.38,102.0,132.52,4535382.287340325,504196.0,782.049988,1260.130005,745.049988,1195.640015,1195.640015,668906002,12.62,14.12,11.56,12.91,12.91,201362585,8.53,11.88,7.81,11.3,11.3,734528515,0.2954,0.4,0.2701,0.3649,0.3649,58179137,0.04365,0.056639999999999996,0.03997,0.052070000000000005,0.052070000000000005,20929198
33,BTC,2018-04-23,8353.43,1004583.14,1146.67,8797.01,37328464.62534582,1881775.0,ETH,533.86,653.09,487.0,620.07,3200544.067638632,1185882.0,0.862,0.9643,0.7618,0.8682,0.8682,805173804,LTC,132.67,159.43,123.26281999999999,148.31939999,4182306.975773229,538164.0,1195.640015,1569.349976,1193.329956,1440.089966,1440.089966,1554629794,13.12,15.92,13.0,15.02,15.02,283257071,11.3,23.02,11.23,21.41,21.41,2281824037,0.3649,0.4643,0.3234,0.4583,0.4583,57027969,0.052070000000000005,0.08934,0.05205,0.08836000000000001,0.08836000000000001,60191528
34,BTC,2018-04-30,8781.7,34812.79,6622.36,9393.99,41344626.560837395,2279923.0,ETH,620.45,917.87,266.0,691.9777,4203093.127737116,1536363.0,0.8682,0.9296,0.7823,0.8629,0.8629,458506304,LTC,146.58,172.53,121.80668100000001,153.24,4180112.594956451,565304.0,1440.089966,1843.660034,1244.319946,1756.569946,1756.569946,1022465843,14.79,15.33,13.71,13.99,13.99,166022064,21.41,21.639999,15.92,17.389999,17.389999,1710103669,0.4583,0.4602,0.3888,0.4096,0.4096,31918478,0.08838,0.1008,0.08023,0.08452,0.08452,49358299
35,BTC,2018-05-07,9396.32,10999.0,1007.94,9604.9,41664260.31555505,1734457.0,ETH,688.0,907.87,460.0,784.28,3385212.66063209,1374255.0,0.8629,0.8648,0.6291,0.7285,0.7285,500752960,LTC,153.39,187.32,132.0,171.56,3597055.8068038714,569877.0,1756.569946,1779.199951,1269.170044,1478.75,1478.75,1155454114,13.61,14.91,12.43,13.23,13.23,152980562,17.389999,18.959999,12.07,14.59,14.59,1562542251,0.4096,0.4121,0.2957,0.3702,0.3702,29250112,0.08452,0.08596000000000001,0.05914,0.07397999999999999,0.07397999999999999,24505792
36,BTC,2018-05-14,9621.99,37711.08,5328.85,8686.1,41016208.294642136,1780555.0,ETH,793.79,899.0,635.4835,729.29,3936773.234507598,1512790.0,0.7285,0.7497,0.6469,0.6985,0.6985,295867841,LTC,173.109,177.88771,130.9,144.31,3336669.8209838783,503155.0,1478.75,1493.790039,1130.380005,1291.589966,1291.589966,776611541,13.16,16.57,11.87,14.15,14.15,290336183,14.59,14.72,11.83,13.95,13.95,937363468,0.3702,0.3799,0.3001,0.3284,0.3284,19919327,0.07399,0.07804,0.06252,0.07697999999999999,0.07697999999999999,30189995
37,BTC,2018-05-21,8698.2,17787.59,6575.46,8516.86,38074097.17916308,1628874.0,ETH,728.83,769.97,647.0,713.5,2478277.223858547,1203775.0,0.6985,0.7021,0.5755,0.6044,0.6044,265065593,LTC,144.43,156.07416,112.0,142.126779,2642527.602627925,438075.0,1291.589966,1301.209961,945.7700199999999,996.4799800000001,996.4799800000001,568848558,13.96,14.86,12.12,12.64,12.64,209877987,13.95,14.16,10.34,12.44,12.44,925675218,0.3284,0.3294,0.2636,0.274,0.274,18257008,0.07697000000000001,0.08427,0.06505,0.07016,0.07016,38321957
38,BTC,2018-05-28,8520.0,20626.32,2033.18,7339.7,36013553.440534,1546513.0,ETH,715.11,917.87,1.61,570.75,3275420.965183384,1348328.0,0.6044,0.6883,0.5447,0.6883,0.6883,243982759,LTC,139.75,146.77777700000001,95.571912,117.83,1908721.4851732731,334965.0,996.4799800000001,1192.859985,872.409973,1168.410034,1168.410034,559551134,12.22,15.09,11.7,14.69,14.69,206021365,12.44,15.54,10.71,14.52,14.52,1167707957,0.274,0.3111,0.2454,0.3039,0.3039,20743745,0.07016,0.07056,0.055760000000000004,0.06172999999999999,0.06172999999999999,29355088
39,BTC,2018-06-04,7339.6,10132.5,2498.93,7703.67,34456208.76844496,1303367.0,ETH,569.0,675.7348053999999,5.85,619.4,3041551.816540429,1181692.0,0.6883,0.7036,0.5527,0.5817,0.5817,231283786,LTC,122.08468400000001,135.0,100.0,125.0,1999223.9985448741,319442.0,1168.430054,1210.849976,898.76001,937.2100220000001,937.2100220000001,638588883,14.28,17.52,13.66,14.2,14.2,297813688,14.52,14.97,10.05,11.01,11.01,1134337043,0.3039,0.3097,0.2388,0.2455,0.2455,12651946,0.06172999999999999,0.06226,0.04506,0.04718,0.04718,25144644
40,BTC,2018-06-11,7712.97,25000.0,4016.35,6885.94586521,34597936.26273516,1268192.0,ETH,618.94,643.9385,496.27,525.56,2099644.207938428,925954.0,0.5817,0.601,0.5047,0.5269,0.5269,204720303,LTC,125.42,134.0,102.7,106.35,1929473.394365771,289242.0,935.900024,980.5599980000001,802.280029,847.2800289999999,847.2800289999999,392699595,14.44,17.0,13.96,16.57,16.57,223349560,11.01,11.65,9.1,10.34,10.34,753361782,0.2455,0.263,0.2053,0.229,0.229,12134563,0.04728,0.04882,0.03759,0.042460000000000005,0.042460000000000005,9476949
41,BTC,2018-06-18,6781.17,19934.1,1346.63,6438.4,26649128.768387944,1257085.0,ETH,523.55,578.88,383.4329511,496.58,3471083.6555315587,1188976.0,0.5269,0.5612,0.4404,0.4747,0.4747,178092143,LTC,110.669141,120.0,72.00000001,95.01,2996161.4417203264,409490.0,847.2800289999999,928.8599849999999,662.599976,747.179993,747.179993,417703726,17.290001,17.83,14.16,14.47,14.47,219768948,10.34,10.91,6.9,8.05,8.05,627940535,0.229,0.2409,0.1772,0.1931,0.1931,9918560,0.042460000000000005,0.05186,0.038,0.04212,0.04212,10606572
42,BTC,2018-06-25,6447.15,14385.89,4095.85,6150.1,26081666.974816456,1227106.0,ETH,497.0,563.99994,420.0,455.32,2696060.02500951,972239.0,0.4747,0.4916,0.4248,0.4612,0.4612,127715777,LTC,95.01,110.5,73.294,80.61,2742086.5972408033,399493.0,747.1900019999999,785.73999,648.73999,736.909973,736.909973,318903255,14.71,15.15,13.27,14.31,14.31,105467525,8.05,8.49,7.04,8.13,8.13,475934803,0.1931,0.2026,0.1716,0.1993,0.1993,10743858,0.04212,0.0436,0.03461,0.037989999999999996,0.037989999999999996,4511172
43,BTC,2018-07-02,6148.1,9325.0,4008.0,6349.7,26851303.391853675,1156060.0,ETH,460.98,563.53,383.69597519999996,451.43,2372224.507009474,869538.0,0.4612,0.5193,0.4528,0.4782,0.4782,137548813,LTC,82.11010632,125.01,65.002,79.89,2625105.131801549,457487.0,736.909973,830.789978,698.900024,749.200012,749.200012,334178893,14.95,15.02,13.34,14.0,14.0,112961779,8.13,9.44,7.91,8.71,8.71,428739287,0.1993,0.2212,0.1935,0.2094,0.2094,10020303,0.037989999999999996,0.04154,0.03625,0.03754,0.03754,4519379
44,BTC,2018-07-09,6349.3,7578.0,0.00247877,6701.97,27786867.88713357,1218034.0,ETH,459.2,546.40999,400.9687263,486.08,1947016.535660089,779980.0,0.4782,0.4816,0.4246,0.4474,0.4474,87629983,LTC,79.848,96.99999,66.6,82.2,2097015.993824191,372932.0,749.200012,759.849976,662.77002,724.169983,724.169983,196793481,13.94,13.96,12.01,12.31,12.31,67022347,8.71,8.74,6.56,7.4,7.4,412200794,0.2094,0.2231,0.1803,0.2198,0.2198,10489583,0.03754,0.0377,0.0312,0.03437,0.03437,2713648
45,BTC,2018-07-16,6706.6,10000000.0,1450.0,7920.262,26781059.16382961,1119293.0,ETH,486.09,603.99999,416.53,449.41,1808919.5067286592,720255.0,0.4474,0.5236,0.4301,0.4488,0.4488,150557987,LTC,82.21,110.0,72.230001,78.51,2075670.6362278168,364746.0,724.169983,888.76001,717.450012,785.210022,785.210022,385480605,13.08,14.73,11.74,12.13,12.13,107781334,7.4,9.35,7.24,7.85,7.85,522637861,0.2204,0.3264,0.2196,0.2843,0.2843,46124621,0.03437,0.04358,0.033760000000000005,0.03514,0.03514,3961899
